"Pair","Enh","Gene","Enh.Pos","Gene.Pos","Gene.TSS","Gene.Distance","Gene.Distance.Bin","Gene.Nearest","Gene.Upstream","Gene.Exp","nCells","Z","logfc","logfc.vst","P.SCEPTRE","P.NB","P.N50","P.N250","FDR.SCEPTRE","FDR.N50","FDR.N250","HitPermissive","HitCore","HitCategory"
"Enh2_CAPZA1","Enh2","CAPZA1","chr1:112390877-112391209","chr1:112619805-112671616","chr1:112619805",228762,"100-500kb",FALSE,TRUE,0.982238742086103,590,-1.92756348585745,-0.0262438769189772,-0.0403327953093027,0.034476184099095,0.0539094443144452,0.0535232,0.0874468778280543,0.58648719504203,0.570018040705563,0.928932516193201,FALSE,FALSE,"ns (n=7601)"
"Enh2_MOV10","Enh2","MOV10","chr1:112390877-112391209","chr1:112673141-112700746","chr1:112673141",282098,"100-500kb",FALSE,TRUE,0.114444191553776,590,-2.35385947312494,-0.0116666580849876,-0.0304070593276091,0.0174783252430882,0.0185796335541045,0.0191104,0.0401737556561086,0.488264624462073,0.393199096569921,0.82073869424693,FALSE,FALSE,"ns (n=7601)"
"Enh2_RHOC","Enh2","RHOC","chr1:112390877-112391209","chr1:112701106-112707434","chr1:112707434",316391,"100-500kb",FALSE,TRUE,1.33604511660038,590,-4.76893207249579,-0.0390561575607014,-0.0519708453309735,1.58392590021705e-06,1.85205091067943e-06,0.0001792,0.000770316742081448,0.000285806536274049,0.0224260129032258,0.0964014129324186,TRUE,TRUE,"C (n=109)"
"Enh2_LINC01357","Enh2","LINC01357","chr1:112390877-112391209","chr1:112849821-112877871","chr1:112849821",458778,"100-500kb",FALSE,TRUE,0.0199225644260944,590,-0.203416219890638,8.82644792896299e-05,0.00341793419976121,0.842268794603468,0.838809723186956,0.8395968,0.855047239819005,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_AP4B1","Enh5","AP4B1","chr1:114346542-114346835","chr1:113894194-113905201","chr1:113905201",441487,"100-500kb",FALSE,FALSE,0.0351623331117347,407,0.01409179300934,0.00147807490573874,0.0126768922446533,0.988851967600581,0.988756748036645,0.9887552,0.990004705882353,0.999531512247986,0.999499453066495,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh5_DCLRE1B","Enh5","DCLRE1B","chr1:114346542-114346835","chr1:113905213-113914086","chr1:113905213",441475,"100-500kb",FALSE,FALSE,0.0230359835384558,407,-0.163283146737667,-0.00390929916071994,-0.00854003466794921,0.865879438818416,0.870295502774331,0.8708864,0.883307149321267,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_HIPK1","Enh5","HIPK1","chr1:114346542-114346835","chr1:113929324-113977869","chr1:113929324",417364,"100-500kb",FALSE,FALSE,0.195930189105451,407,-1.0231468423466,-0.0145586263306888,-0.0450027746666454,0.257650304852113,0.306238422096772,0.3075712,0.357461719457014,0.888684513935445,0.893464972220142,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_OLFML3","Enh5","OLFML3","chr1:114346542-114346835","chr1:113979391-114035572","chr1:113979391",367297,"100-500kb",FALSE,FALSE,0.0301028880320012,407,-0.2896151811827,-0.00587309591045699,-0.0185652140783174,0.776192126821411,0.772110651631967,0.7733824,0.794184977375566,0.986245467895306,0.986304083103222,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_TRIM33","Enh5","TRIM33","chr1:114346542-114346835","chr1:114392790-114511203","chr1:114511203",164515,"100-500kb",FALSE,TRUE,0.250501044031554,407,-0.0735709780445828,-0.00253754318562588,-0.0232293587146671,0.938550965535843,0.941351764702312,0.9418304,0.947158009049774,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_BCAS2","Enh5","BCAS2","chr1:114346542-114346835","chr1:114567557-114581629","chr1:114581629",234941,"100-500kb",FALSE,TRUE,0.364225987005105,407,0.0752834301353458,0.00422567833140569,0.0153956658173697,0.93525302431191,0.939989204902917,0.9404352,0.945909864253394,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_DENND2C","Enh5","DENND2C","chr1:114346542-114346835","chr1:114582848-114670422","chr1:114670422",323734,"100-500kb",FALSE,TRUE,0.0645371595937467,407,2.34046901385222,0.0104897382975864,0.0396352072243557,0.0249142768769918,0.0192595365125195,0.0198208,0.0411598190045249,0.522332644370167,0.396364915463917,0.82073869424693,FALSE,FALSE,"ns (n=7601)"
"Enh5_NRAS","Enh5","NRAS","chr1:114346542-114346835","chr1:114704469-114716771","chr1:114716771",370083,"100-500kb",FALSE,TRUE,0.267567189156975,407,0.524565264049071,0.0114437827705123,0.0250486973921867,0.581579449631762,0.599885439300453,0.6034176,0.63665665158371,0.957244481631145,0.964349569186406,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh5_CSDE1","Enh5","CSDE1","chr1:114346542-114346835","chr1:114716913-114758676","chr1:114758676",411988,"100-500kb",FALSE,TRUE,1.49099203463502,407,2.04109718834407,0.0137770938672326,0.0160612298358753,0.0468070318639647,0.0412411678101678,0.0411264,0.0714874208144796,0.642788956163721,0.531832896,0.924488946003017,FALSE,FALSE,"ns (n=7601)"
"Enh5_SIKE1","Enh5","SIKE1","chr1:114346542-114346835","chr1:114769479-114780685","chr1:114780685",433997,"100-500kb",FALSE,TRUE,0.238598295926254,407,0.841084833136468,0.00895914400346898,0.0238058051765923,0.320555559843529,0.400300411182797,0.4024256,0.449154027149321,0.902197664702939,0.922383783192789,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh6_VANGL1","Enh6","VANGL1","chr1:116139067-116139346","chr1:115641970-115698224","chr1:115641970",497236,"100-500kb",FALSE,FALSE,0.0886864718720983,285,0.0555988506435915,-0.00374028950425824,-0.0144219446474274,0.955364431007841,0.955661380143898,0.955808,0.960066606334842,0.996347534608681,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh6_ATP1A1","Enh6","ATP1A1","chr1:116139067-116139346","chr1:116372668-116410261","chr1:116372668",233462,"100-500kb",FALSE,TRUE,0.804827798530945,285,-0.0614841765223087,-0.0286448647273734,-0.0313511617551572,0.957101790134516,0.950973615869116,0.9513472,0.955829864253394,0.99637174742723,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh6_ATP1A1-AS1","Enh6","ATP1A1-AS1","chr1:116139067-116139346","chr1:116390575-116418635","chr1:116418635",279429,"100-500kb",FALSE,TRUE,0.0171243613715993,285,1.30112503236149,0.00258533670615635,0.0149181262700676,0.18974518536809,0.193215660662572,0.1932032,0.242588959276018,0.84869733736861,0.821251949234136,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh6_CD58","Enh6","CD58","chr1:116139067-116139346","chr1:116514534-116571039","chr1:116571039",431833,"100-500kb",FALSE,TRUE,0.161093608597153,285,0.494734137151932,0.00844841984068265,0.0129480434148059,0.641792171804813,0.620787801282123,0.6243456,0.655736470588235,0.966229154921439,0.966762476303788,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh7_ATP1A1","Enh7","ATP1A1","chr1:116152071-116152365","chr1:116372668-116410261","chr1:116372668",220450,"100-500kb",FALSE,TRUE,0.804827798530945,328,-0.760747021624227,-0.0316852489375856,-0.0633173587077431,0.502049567039195,0.446808183347921,0.44896,0.493925067873303,0.942008525633821,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh7_ATP1A1-AS1","Enh7","ATP1A1-AS1","chr1:116152071-116152365","chr1:116390575-116418635","chr1:116418635",266417,"100-500kb",FALSE,TRUE,0.0171243613715993,328,1.23921605154403,0.00245572616705914,0.0128472013578644,0.213117651821395,0.215265497692605,0.215712,0.265573936651584,0.86439093595515,0.837053666105888,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh7_CD58","Enh7","CD58","chr1:116152071-116152365","chr1:116514534-116571039","chr1:116571039",418821,"100-500kb",FALSE,TRUE,0.161093608597153,328,0.0197495896160945,0.00417703583888998,0.0172932325776534,0.985488717668824,0.984243131687788,0.9843072,0.986032941176471,0.999531512247986,0.998882222268688,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh8_ATP1A1","Enh8","ATP1A1","chr1:116168429-116168662","chr1:116372668-116410261","chr1:116372668",204122,"100-500kb",FALSE,TRUE,0.804827798530945,212,0.431168659744172,-0.0234772165618189,-0.0492333300684435,0.701974655560156,0.666345740063682,0.6692288,0.697746244343891,0.976289693736683,0.971882071798695,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh8_ATP1A1-AS1","Enh8","ATP1A1-AS1","chr1:116168429-116168662","chr1:116390575-116418635","chr1:116418635",250089,"100-500kb",FALSE,TRUE,0.0171243613715993,212,0.0830359497909654,0.00121768196970796,0.0096472462137568,0.932039285883247,0.933822954505963,0.9342528,0.940449592760181,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh8_CD58","Enh8","CD58","chr1:116168429-116168662","chr1:116514534-116571039","chr1:116571039",402493,"100-500kb",FALSE,TRUE,0.161093608597153,212,-0.703723448641578,0.00389308286206014,0.00807674717373263,0.505290486829613,0.481605014586807,0.4844544,0.526601266968326,0.942008525633821,0.938038606015411,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_ATP1A1-AS1","Enh9","ATP1A1-AS1","chr1:116878057-116878640","chr1:116390575-116418635","chr1:116418635",459713,"100-500kb",FALSE,FALSE,0.0171243613715993,615,0.118374341174415,0.000236520958766629,0.00266847872635877,0.904322434105781,0.905771055593291,0.9060544,0.915259366515837,0.995171837615513,0.994137741461354,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_CD58","Enh9","CD58","chr1:116878057-116878640","chr1:116514534-116571039","chr1:116571039",307309,"100-500kb",FALSE,FALSE,0.161093608597153,615,-1.48327559326722,-0.00320571078007323,-0.012953162961552,0.154828335967946,0.138001204147298,0.1379968,0.183894298642534,0.822064659124938,0.756690580353357,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_PTGFRN","Enh9","PTGFRN","chr1:116878057-116878640","chr1:116909916-116990353","chr1:116909916",31568,"10-50kb",FALSE,TRUE,0.105877081393607,615,-0.802125239662859,-0.00641945896190456,-0.0216561924028398,0.440811562469235,0.422480516290508,0.4240384,0.470512941176471,0.929139587899395,0.927114240360259,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_TTF2","Enh9","TTF2","chr1:116878057-116878640","chr1:117060326-117107453","chr1:117060326",181978,"100-500kb",FALSE,TRUE,0.17186393902966,615,-0.352625183312236,-0.0136129082312531,-0.0383574043174494,0.723635045147605,0.724369455339939,0.72592,0.750906787330317,0.980283169982524,0.982413163190184,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_TRIM45","Enh9","TRIM45","chr1:116878057-116878640","chr1:117111060-117122587","chr1:117122587",244239,"100-500kb",FALSE,TRUE,0.0204002135401044,615,-1.30139078581751,-0.00379736067073437,-0.0120975046886783,0.174795903308467,0.193124725968772,0.1931264,0.242481809954751,0.843974048586195,0.821251949234136,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh9_MAN1A2","Enh9","MAN1A2","chr1:116878057-116878640","chr1:117367449-117528872","chr1:117367449",489101,"100-500kb",FALSE,TRUE,0.55528465715914,615,-0.523437924308626,-0.00525666757204823,-0.015098203913201,0.588833473932654,0.600669538621854,0.6042432,0.637389321266968,0.957791121268206,0.964725193011305,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh10_PTGFRN","Enh10","PTGFRN","chr1:117128696-117128960","chr1:116909916-116990353","chr1:116909916",218912,"100-500kb",FALSE,FALSE,0.105877081393607,133,-0.980473246146519,-0.0157978988718741,-0.0751767442099666,0.315228942171312,0.326852569545465,0.3280384,0.377733212669683,0.900430300807363,0.903299586089425,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh10_TTF2","Enh10","TTF2","chr1:117128696-117128960","chr1:117060326-117107453","chr1:117060326",68502,"50-100kb",FALSE,FALSE,0.17186393902966,133,-1.24325231921209,-0.0203404094602169,-0.0598519310156151,0.221349109357059,0.213774868536412,0.213952,0.264044886877828,0.873898914136391,0.837053666105888,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh10_TRIM45","Enh10","TRIM45","chr1:117128696-117128960","chr1:117111060-117122587","chr1:117122587",6241,"2-10kb",TRUE,FALSE,0.0204002135401044,133,0.289006383664784,0.00136926404859978,0.00312917541469507,0.750710274448015,0.772576492456873,0.773824,0.794603438914027,0.981799546233372,0.986380879908001,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh10_MAN1A2","Enh10","MAN1A2","chr1:117128696-117128960","chr1:117367449-117528872","chr1:117367449",238621,"100-500kb",FALSE,TRUE,0.55528465715914,133,0.76177586327214,0.0144976665062309,0.0301596848176868,0.458525379242707,0.446193788392252,0.4482112,0.493324162895928,0.937469938746815,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_MINDY1","Enh13","MINDY1","chr1:151494712-151495132","chr1:150996086-151008375","chr1:151008375",486547,"100-500kb",FALSE,FALSE,0.133146201272262,320,-0.450732526578463,0.00201455391516986,0.00335402734612217,0.672312413302015,0.652182336504655,0.6552832,0.684743529411765,0.970684150329474,0.969089637804878,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_PRUNE1","Enh13","PRUNE1","chr1:151494712-151495132","chr1:151008420-151035713","chr1:151008420",486502,"100-500kb",FALSE,FALSE,0.0664427053889469,320,-1.11807637073246,-0.0048100053118793,-0.0113666568293357,0.23268570096236,0.263534377349055,0.2650048,0.314992941176471,0.879891662743404,0.870692549852507,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_C1orf56","Enh13","C1orf56","chr1:151494712-151495132","chr1:151047751-151051986","chr1:151047751",447171,"100-500kb",FALSE,FALSE,0.138386028888978,320,-0.906274340652853,-0.0112441391373195,-0.0350206280026816,0.387939585548241,0.364790663351437,0.3671744,0.415018280542986,0.924342685588028,0.913859018981772,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_CDC42SE1","Enh13","CDC42SE1","chr1:151494712-151495132","chr1:151050971-151070325","chr1:151070325",424597,"100-500kb",FALSE,FALSE,0.273508987548043,320,1.78870204748366,0.0103744625760211,0.0348865643586462,0.0668585381218614,0.073662813048748,0.0728128,0.111202171945701,0.686774933912479,0.620992843956044,0.94724827228015,FALSE,FALSE,"ns (n=7601)"
"Enh13_MLLT11","Enh13","MLLT11","chr1:151494712-151495132","chr1:151057758-151068497","chr1:151057758",437164,"100-500kb",FALSE,FALSE,0.628467218720607,320,-0.996108405517686,-0.0146720448698641,-0.0269036588696012,0.363836907588498,0.319197476253978,0.3203648,0.370212488687783,0.915775383871508,0.896397577785792,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_GABPB2","Enh13","GABPB2","chr1:151494712-151495132","chr1:151070578-151125542","chr1:151070578",424344,"100-500kb",FALSE,FALSE,0.0929865112924315,320,3.12059304218505,0.0150764667070324,0.0484156615212953,0.0037627304804182,0.00180487270871479,0.0025728,0.00955076923076923,0.203461231129282,0.114070601142857,0.42345381978022,FALSE,FALSE,"ns (n=7601)"
"Enh13_SCNM1","Enh13","SCNM1","chr1:151494712-151495132","chr1:151156664-151170297","chr1:151156664",338258,"100-500kb",FALSE,FALSE,0.388330116559867,320,-0.778350963705523,0.0170340159455814,0.0358137331467785,0.426614060068211,0.436362138592007,0.438176,0.483864615384615,0.928604013573589,0.92925542427314,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_LYSMD1","Enh13","LYSMD1","chr1:151494712-151495132","chr1:151159748-151165948","chr1:151165948",328974,"100-500kb",FALSE,FALSE,0.0275482545706496,320,-0.14050303311592,-0.000136567304225326,-0.00205814872244127,0.883677418812746,0.888262556183409,0.8881664,0.89950407239819,0.994628764695239,0.993601616096579,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_VPS72","Enh13","VPS72","chr1:151494712-151495132","chr1:151169987-151195321","chr1:151195321",299601,"100-500kb",FALSE,FALSE,0.232031205708635,320,-0.248243809324695,0.00507458577726724,0.0180288119359069,0.796099733328894,0.803945772002772,0.805312,0.822731583710407,0.987281803781474,0.993183260686182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_PIP5K1A","Enh13","PIP5K1A","chr1:151494712-151495132","chr1:151197949-151249536","chr1:151197949",296973,"100-500kb",FALSE,FALSE,0.193387379334879,320,2.21225501674191,0.0181600326876462,0.0521709498976136,0.029596223878056,0.026949049353023,0.0273344,0.0522019909502262,0.552012262187108,0.452212387206823,0.863614600816216,FALSE,FALSE,"ns (n=7601)"
"Enh13_PSMD4","Enh13","PSMD4","chr1:151494712-151495132","chr1:151254703-151267479","chr1:151254703",240219,"100-500kb",FALSE,FALSE,0.800485099801766,320,-0.0297900570358646,0.015648702668447,0.0201953657029714,0.973477791900681,0.976234488584901,0.9766976,0.978665701357466,0.997335943255793,0.997823734736842,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_ZNF687","Enh13","ZNF687","chr1:151494712-151495132","chr1:151281618-151292176","chr1:151281618",213304,"100-500kb",FALSE,FALSE,0.0508980099483972,320,-1.79745290711296,-0.00832740511520284,-0.0321740560705474,0.0649834716286894,0.0722637479397344,0.0715712,0.109561628959276,0.683206986947156,0.620992843956044,0.94724827228015,FALSE,FALSE,"ns (n=7601)"
"Enh13_PI4KB","Enh13","PI4KB","chr1:151494712-151495132","chr1:151291797-151327715","chr1:151327715",167207,"100-500kb",FALSE,FALSE,0.211862049155438,320,-0.939178217461134,-0.0146678744652235,-0.0521936667817878,0.312370454666805,0.347639250744426,0.3497472,0.398165429864253,0.900430300807363,0.910790240743198,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_RFX5","Enh13","RFX5","chr1:151494712-151495132","chr1:151340640-151347357","chr1:151347357",147565,"100-500kb",FALSE,FALSE,0.0728452232282049,320,-0.224686078224213,0.000638407875253363,-0.00487012758828509,0.820469447784559,0.82222349568442,0.823456,0.839635113122172,0.99392738073427,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_SELENBP1","Enh13","SELENBP1","chr1:151494712-151495132","chr1:151364304-151372707","chr1:151372707",122215,"100-500kb",FALSE,FALSE,0.0533174698833799,320,0.575186633752472,0.00308030800351155,0.00466421364314212,0.613690690031241,0.565165081510202,0.5683328,0.604314932126697,0.962596993025689,0.95696013861815,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_PSMB4","Enh13","PSMB4","chr1:151494712-151495132","chr1:151399560-151401937","chr1:151399560",95362,"50-100kb",FALSE,FALSE,0.599912266047908,320,-0.996793845008431,-0.010536672654304,-0.0282212508353914,0.280311847698422,0.318864586472195,0.3200512,0.369864977375566,0.895804736985845,0.896397577785792,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_POGZ","Enh13","POGZ","chr1:151494712-151495132","chr1:151402724-151459494","chr1:151459494",35428,"10-50kb",FALSE,FALSE,0.214991562417659,320,0.0803903091693866,0.0080145883139377,0.0256916823423683,0.933341017576357,0.935926834122692,0.9365184,0.942298642533937,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_TUFT1","Enh13","TUFT1","chr1:151494712-151495132","chr1:151540305-151583583","chr1:151540305",45383,"10-50kb",FALSE,TRUE,0.16719170391013,320,0.809243983919904,-0.00133222134891603,0.00902500915947013,0.480425126833976,0.41837481978446,0.4202048,0.466389140271493,0.939893050807035,0.925683047446084,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_SNX27","Enh13","SNX27","chr1:151494712-151495132","chr1:151612006-151699091","chr1:151612006",117084,"100-500kb",FALSE,TRUE,0.183840566347194,320,0.0189994476078369,-0.0020297629524203,-0.00702910867763118,0.984682456975437,0.984841546076024,0.9849024,0.986557104072398,0.999498085010919,0.998882222268688,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh13_MRPL9","Enh13","MRPL9","chr1:151494712-151495132","chr1:151759647-151763496","chr1:151763496",268574,"100-500kb",FALSE,TRUE,0.353009582911625,320,-0.939235938254989,0.0115590397578765,0.022184599706029,0.332679903651492,0.347609621224263,0.3497408,0.398135022624434,0.907781295998323,0.910790240743198,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_OAZ3","Enh13","OAZ3","chr1:151494712-151495132","chr1:151762899-151771334","chr1:151762899",267977,"100-500kb",FALSE,TRUE,0.0695879175559068,320,0.0870094883937686,0.00290284287834695,0.0024812319493227,0.927075012543669,0.930663970065741,0.9311488,0.937589864253394,0.996316083097935,0.996721243660655,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_THEM4","Enh13","THEM4","chr1:151494712-151495132","chr1:151870866-151909637","chr1:151909637",414715,"100-500kb",FALSE,TRUE,0.144649865893401,320,-0.119111337482919,0.00905668134887508,0.0224920593657805,0.903173091107539,0.905187148678607,0.9055296,0.914704796380091,0.994747459642977,0.994137741461354,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh13_S100A10","Enh13","S100A10","chr1:151494712-151495132","chr1:151982915-151993859","chr1:151993859",498937,"100-500kb",FALSE,TRUE,2.10308691188119,320,-0.22916432240249,-0.0334421502484386,-0.0386425541305062,0.863867047540494,0.818741201320161,0.8198528,0.836393122171946,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh15_ADAR","Enh15","ADAR","chr1:155094391-155094678","chr1:154582057-154628013","chr1:154628013",466521,"100-500kb",FALSE,FALSE,0.587697828808343,167,-0.86277827965544,-0.0100148834670755,-0.0372309553418975,0.349680750741132,0.388259383485732,0.3906176,0.437761447963801,0.910977360316815,0.919818500273141,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh15_PMVK","Enh15","PMVK","chr1:155094391-155094678","chr1:154924740-154936719","chr1:154936719",157815,"100-500kb",FALSE,FALSE,0.322119737946364,167,-0.172143283521561,-0.0091287336002952,-0.0210517647597057,0.859455456007894,0.863324885307659,0.8638848,0.877022986425339,0.994375629714454,0.993216648980182,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh15_PBXIP1","Enh15","PBXIP1","chr1:155094391-155094678","chr1:154944076-154956123","chr1:154956123",138411,"100-500kb",FALSE,FALSE,0.168951884120021,167,0.691812232332093,0.0124655702716438,0.0437005657490001,0.505963631228002,0.489055253774656,0.4921536,0.5335992760181,0.942008525633821,0.940074791539597,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
"Enh15_PYGO2","Enh15","PYGO2","chr1:155094391-155094678","chr1:154957026-154963853","chr1:154963853",130681,"100-500kb",FALSE,FALSE,0.130431825928325,167,0.0241255645356994,0.00276739309751378,0.0214515980214843,0.980527505989918,0.980752451704112,0.9811072,0.982730135746606,0.998136440230397,0.998218038919486,0.999762298373787,FALSE,FALSE,"ns (n=7601)"
"Enh15_SHC1","Enh15","SHC1","chr1:155094391-155094678","chr1:154962298-154974395","chr1:154974395",120139,"100-500kb",FALSE,FALSE,0.834808696046708,167,-0.654572797059941,-0.00733950861146671,-0.0169861536374212,0.474145290773063,0.512742843201521,0.5160448,0.55579221719457,0.93947737969564,0.943425110325581,0.999710099906036,FALSE,FALSE,"ns (n=7601)"
